ref	pos	strand	u	d	ur	pval	passed
ENST00000690855.2|ENSG00000289252.2|-|-|ENST00000690855|ENSG00000289252|1640|	385	-	20	274	0.072992700729927	1.1703732997804056e-19	true
ENST00000582965.4|ENSG00000266402.6|OTTHUMG00000178880.1|OTTHUMT00000443742.1|SNHG25-202|SNHG25|1068|	477	+	12	433	0.02771362586605081	1.272628197130909e-7	true
ENST00000576554.1|ENSG00000262413.1|OTTHUMG00000177881.1|OTTHUMT00000439448.1|ENST00000576554|ENSG00000262413|565|	445	-	10	151	0.06622516556291391	3.893369352896333e-10	true
ENST00000591657.1|ENSG00000267484.1|OTTHUMG00000180510.1|OTTHUMT00000451703.1|ENST00000591657|ENSG00000267484|511|	202	-	7	196	0.03571428571428571	0.000010469237218740222	true
ENST00000652221.2|ENSG00000293485.2|-|OTTHUMT00000499618.2|SERHL-205|SERHL|2459|	1359	-	3	61	0.04918032786885246	0.0015705995345448988	false
ENST00000624514.1|ENSG00000279428.1|OTTHUMG00000180330.1|OTTHUMT00000450773.1|ENST00000624514|ENSG00000279428|3130|	2919	-	3	98	0.030612244897959183	0.005995436224067305	false
ENST00000535867.1|ENSG00000256690.2|OTTHUMG00000167742.1|OTTHUMT00000396001.1|STX5-DT-202|STX5-DT|557|	98	-	4	149	0.026845637583892617	0.0024486460251662706	false
ENST00000736664.1|ENSG00000296127.1|-|-|ENST00000736664|ENSG00000296127|696|	106	-	4	58	0.06896551724137931	0.00006883131121482807	true
ENST00000603791.1|ENSG00000270504.2|OTTHUMG00000185108.1|OTTHUMT00000469606.1|ENST00000603791|ENSG00000270504|2761|	537	-	3	134	0.022388059701492536	0.014009084710621475	false
ENST00000823971.1|ENSG00000307119.1|-|-|ENST00000823971|ENSG00000307119|194|	4	-	6	276	0.021739130434782608	0.0006508845813774741	true
ENST00000452097.1|ENSG00000237017.1|OTTHUMG00000066041.2|OTTHUMT00000141421.2|PRPF31-AS1-201|PRPF31-AS1|4158|	809	-	3	88	0.03409090909090909	0.004445911757445691	false
ENST00000799624.1|ENSG00000304086.1|-|-|ENST00000799624|ENSG00000304086|705|	45	+	3	27	0.1111111111111111	0.0001402459991145182	true
ENST00000660385.1|ENSG00000288066.1|OTTHUMG00000195803.1|OTTHUMT00000528866.1|ENST00000660385|ENSG00000288066|1912|	256	-	8	26	0.3076923076923077	5.337391181869964e-14	true
ENST00000601701.1|ENSG00000228748.3|OTTHUMG00000018545.2|OTTHUMT00000461758.1|ENST00000601701|ENSG00000228748|987|	226	-	3	110	0.02727272727272727	0.00823257703972818	false
ENST00000801108.1|ENSG00000265799.2|OTTHUMG00000179523.1|-|ENST00000801108|ENSG00000265799|1217|	1013	-	4	167	0.023952095808383235	0.0036826504308231254	false
ENST00000418602.2|ENSG00000227741.2|OTTHUMG00000031606.1|OTTHUMT00000077411.1|ENST00000418602|ENSG00000227741|1579|	1035	-	3	91	0.03296703296703297	0.004881566980323105	false
ENST00000623181.1|ENSG00000279649.1|OTTHUMG00000177438.1|OTTHUMT00000436908.1|ENST00000623181|ENSG00000279649|2704|	1522	-	3	26	0.11538461538461539	0.00012500989160817982	true
ENST00000540866.2|ENSG00000256028.2|OTTHUMG00000168770.1|OTTHUMT00000400991.1|ENST00000540866|ENSG00000256028|5618|	5420	+	6	209	0.028708133971291867	0.00014875519467178592	true
ENST00000824425.1|ENSG00000307181.1|-|-|ENST00000824425|ENSG00000307181|1942|	1350	+	3	68	0.04411764705882353	0.002145244209571537	false
ENST00000750477.1|ENSG00000297719.1|-|-|ENST00000750477|ENSG00000297719|925|	25	-	5	36	0.1388888888888889	2.422606953794649e-7	true
ENST00000446022.1|ENSG00000224729.7|OTTHUMG00000156674.3|OTTHUMT00000345284.1|PCOLCE-AS1-202|PCOLCE-AS1|456|	98	-	3	129	0.023255813953488372	0.012658747301398782	false
ENST00000730413.1|ENSG00000246334.4|OTTHUMG00000163400.1|-|PRR7-AS1-205|PRR7-AS1|554|	233	-	3	102	0.029411764705882353	0.006694474500704028	false
ENST00000715290.1|ENSG00000230337.5|OTTHUMG00000002122.1|-|EXOSC10-AS1-205|EXOSC10-AS1|2401|	1747	-	3	119	0.025210084033613446	0.010191457130251382	false
ENST00000569274.1|ENSG00000260465.1|OTTHUMG00000173475.1|OTTHUMT00000423238.1|ENST00000569274|ENSG00000260465|1790|	99	-	3	136	0.022058823529411766	0.01457120267692953	false
ENST00000810787.1|ENSG00000305402.1|-|-|ENST00000810787|ENSG00000305402|497|	283	+	3	87	0.034482758620689655	0.004306151189956335	false
ENST00000566537.1|ENSG00000259952.1|OTTHUMG00000177140.1|OTTHUMT00000435555.1|ENST00000566537|ENSG00000259952|547|	332	-	13	566	0.022968197879858657	3.278162198068536e-7	true
ENST00000580121.1|ENSG00000265784.1|OTTHUMG00000178867.1|OTTHUMT00000443695.1|ENST00000580121|ENSG00000265784|456|	69	-	3	129	0.023255813953488372	0.012658747301398782	false
ENST00000449248.1|ENSG00000235027.1|OTTHUMG00000045360.2|OTTHUMT00000105341.2|PRADX-201|PRADX|2015|	956	-	6	181	0.03314917127071823	0.00006776670294943317	true
ENST00000502511.1|ENSG00000188242.4|OTTHUMG00000162206.2|OTTHUMT00000368036.1|SLC9A3-OT1-202|SLC9A3-OT1|552|	439	+	3	85	0.03529411764705882	0.004034725794905907	false
ENST00000430356.3|ENSG00000237399.7|OTTHUMG00000017558.3|OTTHUMT00000046475.3|PITRM1-AS1-201|PITRM1-AS1|3998|	2988	-	3	52	0.057692307692307696	0.0009887152527700326	true
ENST00000579126.5|ENSG00000265257.5|OTTHUMG00000179147.1|OTTHUMT00000444985.1|ENST00000579126|ENSG00000265257|914|	432	+	5	206	0.024271844660194174	0.0011230917870530975	false
ENST00000609765.1|ENSG00000273090.1|OTTHUMG00000185847.1|OTTHUMT00000471501.1|ENST00000609765|ENSG00000273090|478|	133	-	3	134	0.022388059701492536	0.014009084710621475	false
ENST00000568997.5|ENSG00000213599.10|OTTHUMG00000048084.2|OTTHUMT00000434086.1|SLX1A-SULT1A3-205|SLX1A-SULT1A3|2834|	204	+	4	34	0.11764705882352941	8.077853368394008e-6	true
ENST00000821788.1|ENSG00000306884.1|-|-|ENST00000821788|ENSG00000306884|632|	354	-	3	47	0.06382978723404255	0.0007355318402507878	true
ENST00000736451.1|ENSG00000296107.1|-|-|ENST00000736451|ENSG00000296107|798|	468	-	4	21	0.19047619047619047	1.0834816916499107e-6	true
ENST00000752386.1|ENSG00000298000.1|-|-|ENST00000752386|ENSG00000298000|1299|	163	-	3	127	0.023622047244094488	0.012140497657224329	false
ENST00000848405.1|ENSG00000310217.1|-|-|ENST00000848405|ENSG00000310217|916|	516	-	3	92	0.03260869565217391	0.005032292118724391	false
ENST00000437417.5|ENSG00000293508.2|-|OTTHUMT00000076182.3|POLR1HASP-282|POLR1HASP|1497|	182	-	3	104	0.028846153846153848	0.007061365972488128	false
ENST00000775980.1|ENSG00000301079.1|-|-|ENST00000775980|ENSG00000301079|818|	120	-	3	106	0.02830188679245283	0.007439958051536092	false
ENST00000488045.1|ENSG00000293008.1|-|OTTHUMT00000349014.1|ENST00000488045|ENSG00000293008|1493|	1404	+	3	89	0.033707865168539325	0.004588391324181321	false
ENST00000610145.3|ENSG00000273175.3|OTTHUMG00000185822.1|OTTHUMT00000471386.1|ENST00000610145|ENSG00000273175|2144|	6	-	3	120	0.025	0.01042430626281906	false
ENST00000842749.1|ENSG00000290074.2|-|-|ENST00000842749|ENSG00000290074|462|	47	-	3	105	0.02857142857142857	0.007249194077576351	false
ENST00000493504.1|ENSG00000267858.9|OTTHUMG00000183549.3|OTTHUMT00000350753.1|MZF1-AS1-204|MZF1-AS1|3282|	2398	+	12	38	0.3157894736842105	1.7096830366992993e-20	true
ENST00000606513.6|ENSG00000272324.6|OTTHUMG00000185440.1|OTTHUMT00000470531.1|DAP-DT-201|DAP-DT|407|	98	-	3	147	0.02040816326530612	0.017888979125139134	false
ENST00000848839.1|ENSG00000287933.2|OTTHUMG00000195594.1|-|ENST00000848839|ENSG00000287933|1536|	634	+	3	117	0.02564102564102564	0.009734930984363668	false
ENST00000565181.1|ENSG00000261423.4|OTTHUMG00000173055.1|OTTHUMT00000421959.1|TMEM202-AS1-202|TMEM202-AS1|2325|	616	-	3	49	0.061224489795918366	0.0008311234322854634	true
ENST00000414640.1|ENSG00000224407.1|OTTHUMG00000037756.1|OTTHUMT00000092101.1|ENST00000414640|ENSG00000224407|1029|	471	-	4	179	0.0223463687150838	0.004705429759370501	false
ENST00000803207.1|ENSG00000304412.1|-|-|ENST00000803207|ENSG00000304412|499|	123	-	3	77	0.03896103896103896	0.0030545911521608123	false
ENST00000716086.1|ENSG00000288887.3|OTTHUMG00000194457.1|-|ENST00000716086|ENSG00000288887|3456|	1414	-	3	120	0.025	0.01042430626281906	false
ENST00000836966.1|ENSG00000308871.1|-|-|ENST00000836966|ENSG00000308871|383|	113	-	4	134	0.029850746268656716	0.0016659148783483102	false
ENST00000652221.2|ENSG00000293485.2|-|OTTHUMT00000499618.2|SERHL-205|SERHL|2459|	1109	-	3	56	0.05357142857142857	0.0012265123427034857	false
ENST00000589360.1|ENSG00000267436.1|OTTHUMG00000181924.1|OTTHUMT00000458321.1|MFSD12-AS1-201|MFSD12-AS1|565|	32	-	3	141	0.02127659574468085	0.01603173351986915	false
ENST00000604992.2|ENSG00000270194.2|OTTHUMG00000185097.1|OTTHUMT00000469553.1|GOLGA4-AS1-201|GOLGA4-AS1|2414|	727	-	3	79	0.0379746835443038	0.003284059830179668	false
ENST00000541383.1|ENSG00000256364.1|OTTHUMG00000169200.1|OTTHUMT00000402855.1|ENST00000541383|ENSG00000256364|575|	440	-	5	130	0.038461538461538464	0.00013772475349575197	true
ENST00000593791.1|ENSG00000268983.1|OTTHUMG00000183109.1|OTTHUMT00000465112.1|KXD1-AS1-201|KXD1-AS1|432|	317	-	29	268	0.10820895522388059	8.739300880276616e-33	true
ENST00000784178.1|ENSG00000293178.2|-|-|ENST00000784178|ENSG00000293178|2913|	2787	+	5	214	0.02336448598130841	0.001328569224162096	false
ENST00000617969.1|ENSG00000274904.1|OTTHUMG00000186864.1|OTTHUMT00000473930.1|ENST00000617969|ENSG00000274904|520|	393	-	3	126	0.023809523809523808	0.011886041959267186	false
ENST00000610145.3|ENSG00000273175.3|OTTHUMG00000185822.1|OTTHUMT00000471386.1|ENST00000610145|ENSG00000273175|2144|	398	-	4	188	0.02127659574468085	0.005586830725857875	false
ENST00000562538.1|ENSG00000260246.1|OTTHUMG00000172930.1|OTTHUMT00000421369.1|ENST00000562538|ENSG00000260246|491|	248	-	8	346	0.023121387283236993	0.00005613100576672999	true
ENST00000550043.1|ENSG00000293235.1|-|OTTHUMT00000408770.1|ENST00000550043|ENSG00000293235|1585|	592	+	3	93	0.03225806451612903	0.005185794359211929	false
ENST00000381796.1|ENSG00000205790.2|OTTHUMG00000182047.1|OTTHUMT00000458999.1|DPP9-AS1-201|DPP9-AS1|3071|	2824	-	3	110	0.02727272727272727	0.00823257703972818	false
ENST00000580962.1|ENSG00000263986.1|OTTHUMG00000178940.1|OTTHUMT00000444063.1|ENST00000580962|ENSG00000263986|504|	214	-	3	139	0.02158273381294964	0.015438034633090634	false
ENST00000815313.1|ENSG00000306099.1|-|-|ENST00000815313|ENSG00000306099|392|	274	-	3	147	0.02040816326530612	0.017888979125139134	false
ENST00000485974.1|ENSG00000244151.1|OTTHUMG00000158693.1|OTTHUMT00000351765.1|ENST00000485974|ENSG00000244151|1230|	459	-	24	229	0.10480349344978165	4.5857832608198885e-27	true
ENST00000746420.1|ENSG00000297241.1|-|-|ENST00000746420|ENSG00000297241|557|	373	-	3	126	0.023809523809523808	0.011886041959267186	false
ENST00000629058.1|ENSG00000281376.1|OTTHUMG00000189574.1|OTTHUMT00000479993.1|ABALON-201|ABALON|1903|	602	-	3	127	0.023622047244094488	0.012140497657224329	false
ENST00000417970.2|ENSG00000232814.2|OTTHUMG00000149649.2|OTTHUMT00000312863.2|COL4A2-AS1-201|COL4A2-AS1|540|	27	-	3	38	0.07894736842105263	0.00039232475882071134	true
ENST00000585075.1|ENSG00000263843.1|OTTHUMG00000179606.1|OTTHUMT00000447278.1|MIF4GD-DT-202|MIF4GD-DT|2527|	1765	-	3	63	0.047619047619047616	0.0017234474528554145	false
ENST00000623210.1|ENSG00000280138.1|OTTHUMG00000168768.1|OTTHUMT00000400950.1|ENST00000623210|ENSG00000280138|18662|	17762	+	3	77	0.03896103896103896	0.0030545911521608123	false
ENST00000622994.1|ENSG00000279504.1|OTTHUMG00000181750.1|OTTHUMT00000457455.1|ENST00000622994|ENSG00000279504|785|	499	-	3	55	0.05454545454545454	0.0011640174255452202	false
ENST00000540502.2|ENSG00000290394.3|-|OTTHUMT00000398569.1|PKD1P6-NPIPP1-206|PKD1P6-NPIPP1|6144|	97	+	5	77	0.06493506493506493	0.000011187625878643332	true
ENST00000630155.1|ENSG00000280594.4|OTTHUMG00000190270.1|OTTHUMT00000484437.1|BTG3-AS1-202|BTG3-AS1|2341|	1022	-	3	141	0.02127659574468085	0.01603173351986915	false
ENST00000572404.1|ENSG00000262533.1|OTTHUMG00000177679.1|OTTHUMT00000438469.1|ENST00000572404|ENSG00000262533|422|	36	-	3	84	0.03571428571428571	0.003903029607768957	false
ENST00000455607.3|ENSG00000231760.5|OTTHUMG00000193423.1|OTTHUMT00000042661.3|ENST00000455607|ENSG00000231760|1541|	1198	-	3	93	0.03225806451612903	0.005185794359211929	false
ENST00000723360.1|ENSG00000294400.1|-|-|ENST00000723360|ENSG00000294400|2236|	522	-	5	224	0.022321428571428572	0.001622863540137038	false
ENST00000548595.1|ENSG00000257553.1|OTTHUMG00000170262.1|OTTHUMT00000408229.1|ENST00000548595|ENSG00000257553|434|	100	-	3	115	0.02608695652173913	0.009290584167582362	false
ENST00000836966.1|ENSG00000308871.1|-|-|ENST00000836966|ENSG00000308871|383|	150	-	3	126	0.023809523809523808	0.011886041959267186	false
ENST00000577678.1|ENSG00000265415.1|OTTHUMG00000179364.1|OTTHUMT00000445959.1|PRR11-AS1-201|PRR11-AS1|321|	90	-	3	33	0.09090909090909091	0.00025727955046212365	true
ENST00000674004.1|ENSG00000272620.2|OTTHUMG00000186238.2|OTTHUMT00000529924.1|AFAP1-AS1-202|AFAP1-AS1|5444|	1776	-	3	135	0.022222222222222223	0.014288569217285786	false
ENST00000780342.1|ENSG00000280441.4|OTTHUMG00000189419.3|-|ENST00000780342|ENSG00000280441|975|	83	+	3	34	0.08823529411764706	0.00028139584372925875	true
ENST00000641877.1|ENSG00000263798.2|OTTHUMG00000178681.2|OTTHUMT00000493336.1|ENST00000641877|ENSG00000263798|2655|	1969	+	3	117	0.02564102564102564	0.009734930984363668	false
ENST00000688369.3|ENSG00000249572.4|OTTHUMG00000162003.1|-|TARS1-DT-202|TARS1-DT|1916|	232	-	3	126	0.023809523809523808	0.011886041959267186	false
ENST00000540502.2|ENSG00000290394.3|-|OTTHUMT00000398569.1|PKD1P6-NPIPP1-206|PKD1P6-NPIPP1|6144|	88	+	4	69	0.057971014492753624	0.0001357680079294073	true
ENST00000805320.1|ENSG00000288795.2|-|-|ENST00000805320|ENSG00000288795|1472|	451	-	3	125	0.024	0.011634691541792506	false
ENST00000566287.1|ENSG00000261641.2|OTTHUMG00000176553.1|OTTHUMT00000432521.1|ENST00000566287|ENSG00000261641|1124|	422	-	14	28	0.5	3.640745606396417e-27	true
ENST00000624094.1|ENSG00000280143.1|OTTHUMG00000167068.1|OTTHUMT00000392880.1|ENST00000624094|ENSG00000280143|5326|	4026	-	4	27	0.14814814814814814	3.121031557473223e-6	true
ENST00000429761.2|ENSG00000228925.2|OTTHUMG00000153091.2|OTTHUMT00000329487.2|ENST00000429761|ENSG00000228925|1874|	1036	-	6	77	0.07792207792207792	4.970262669873936e-7	true
ENST00000849783.1|ENSG00000310431.1|-|-|ENST00000849783|ENSG00000310431|1331|	873	-	3	87	0.034482758620689655	0.004306151189956335	false
ENST00000523081.2|ENSG00000253133.2|OTTHUMG00000164080.3|OTTHUMT00000377154.3|GPAT4-AS1-201|GPAT4-AS1|4033|	3870	-	3	94	0.031914893617021274	0.005342087523696493	false
ENST00000608318.3|ENSG00000290791.2|-|OTTHUMT00000498320.1|ENST00000608318|ENSG00000290791|4329|	106	-	3	124	0.024193548387096774	0.011386440545659626	false
ENST00000687513.1|ENSG00000288744.1|-|-|ENST00000687513|ENSG00000288744|902|	109	+	4	131	0.030534351145038167	0.0015334825831409065	false
ENST00000650122.1|ENSG00000285600.3|OTTHUMG00000192815.1|OTTHUMT00000499254.1|ENST00000650122|ENSG00000285600|2779|	950	-	4	187	0.0213903743315508	0.005483866483053298	false
ENST00000330048.9|ENSG00000290985.1|-|OTTHUMT00000432081.2|SLC6A10P-202|SLC6A10P|3846|	3118	+	3	135	0.022222222222222223	0.014288569217285786	false
ENST00000715290.1|ENSG00000230337.5|OTTHUMG00000002122.1|-|EXOSC10-AS1-205|EXOSC10-AS1|2401|	1745	-	3	116	0.02586206896551724	0.009511239033675326	false
ENST00000555689.1|ENSG00000259049.1|OTTHUMG00000171149.1|OTTHUMT00000411942.1|ENST00000555689|ENSG00000259049|528|	470	-	3	72	0.041666666666666664	0.0025249494798018435	false
ENST00000745832.1|ENSG00000235837.2|OTTHUMG00000152479.1|-|ENST00000745832|ENSG00000235837|500|	254	-	7	282	0.024822695035460994	0.00010478277532707057	true
ENST00000599676.1|ENSG00000269243.1|OTTHUMG00000182239.1|OTTHUMT00000460194.1|ENST00000599676|ENSG00000269243|1027|	926	-	3	134	0.022388059701492536	0.014009084710621475	false
ENST00000603791.1|ENSG00000270504.2|OTTHUMG00000185108.1|OTTHUMT00000469606.1|ENST00000603791|ENSG00000270504|2761|	505	-	6	58	0.10344827586206896	9.012730663969287e-8	true
ENST00000413911.1|ENSG00000228509.8|OTTHUMG00000154512.1|OTTHUMT00000335622.1|ENST00000413911|ENSG00000228509|919|	654	-	3	61	0.04918032786885246	0.0015705995345448988	false
ENST00000568997.5|ENSG00000213599.10|OTTHUMG00000048084.2|OTTHUMT00000434086.1|SLX1A-SULT1A3-205|SLX1A-SULT1A3|2834|	71	+	7	178	0.03932584269662921	5.5904460461931305e-6	true
ENST00000786473.1|ENSG00000214772.3|OTTHUMG00000168734.1|-|GUCY2C-AS1-202|GUCY2C-AS1|1026|	773	-	3	122	0.02459016393442623	0.010899212337729988	false
ENST00000784178.1|ENSG00000293178.2|-|-|ENST00000784178|ENSG00000293178|2913|	1843	+	30	141	0.2127659574468085	3.4093420568939214e-43	true
ENST00000586923.1|ENSG00000276570.1|OTTHUMG00000180703.1|OTTHUMT00000452661.1|ENST00000586923|ENSG00000276570|3061|	185	+	3	139	0.02158273381294964	0.015438034633090634	false
ENST00000540866.2|ENSG00000256028.2|OTTHUMG00000168770.1|OTTHUMT00000400991.1|ENST00000540866|ENSG00000256028|5618|	1840	+	3	33	0.09090909090909091	0.00025727955046212365	true
ENST00000446022.1|ENSG00000224729.7|OTTHUMG00000156674.3|OTTHUMT00000345284.1|PCOLCE-AS1-202|PCOLCE-AS1|456|	95	-	3	131	0.022900763358778626	0.013189483254922765	false
ENST00000629776.2|ENSG00000281832.2|OTTHUMG00000189549.1|OTTHUMT00000479952.1|LINC00602-201|LINC00602|2078|	330	-	4	190	0.021052631578947368	0.005796609104945641	false
ENST00000601192.1|ENSG00000269604.1|OTTHUMG00000182049.1|OTTHUMT00000459001.1|ENST00000601192|ENSG00000269604|3568|	946	-	3	54	0.05555555555555555	0.0011035705068675624	false
ENST00000575890.1|ENSG00000263272.1|OTTHUMG00000177873.1|OTTHUMT00000439386.1|ENST00000575890|ENSG00000263272|1938|	303	-	4	177	0.022598870056497175	0.0045231369936934995	false
ENST00000565387.2|ENSG00000261351.2|OTTHUMG00000172828.2|OTTHUMT00000420724.2|ENST00000565387|ENSG00000261351|2168|	1096	-	3	132	0.022727272727272728	0.013459546087025091	false
ENST00000816268.1|ENSG00000306206.1|-|-|ENST00000816268|ENSG00000306206|617|	60	-	15	643	0.02332814930015552	3.4440062980041825e-8	true
ENST00000578070.5|ENSG00000290928.2|-|OTTHUMT00000444256.1|ENST00000578070|ENSG00000290928|929|	162	+	4	22	0.18181818181818182	1.3203283515096454e-6	true
ENST00000635449.1|ENSG00000282961.1|OTTHUMG00000191472.1|OTTHUMT00000488007.1|PRNCR1-201|PRNCR1|12727|	6540	-	3	74	0.04054054054054054	0.0027293526747398816	false
ENST00000688886.1|ENSG00000289006.1|-|-|ENST00000688886|ENSG00000289006|2090|	1994	+	4	193	0.02072538860103627	0.006121004042728936	false
ENST00000692808.2|ENSG00000288813.2|-|-|ENST00000692808|ENSG00000288813|1474|	466	-	3	30	0.1	0.00019305131252467486	true
ENST00000589360.1|ENSG00000267436.1|OTTHUMG00000181924.1|OTTHUMT00000458321.1|MFSD12-AS1-201|MFSD12-AS1|565|	5	-	6	130	0.046153846153846156	0.000010569061447835659	true
ENST00000566537.1|ENSG00000259952.1|OTTHUMG00000177140.1|OTTHUMT00000435555.1|ENST00000566537|ENSG00000259952|547|	3	-	3	51	0.058823529411764705	0.0009342532522716301	true
ENST00000785006.1|ENSG00000302206.1|-|-|ENST00000785006|ENSG00000302206|996|	960	+	4	75	0.05333333333333334	0.00018753409711262916	true
ENST00000745810.1|ENSG00000297142.1|-|-|ENST00000745810|ENSG00000297142|958|	518	-	5	132	0.03787878787878788	0.0001479180589070918	true
ENST00000688886.1|ENSG00000289006.1|-|-|ENST00000688886|ENSG00000289006|2090|	173	+	6	62	0.0967741935483871	1.3515770400085925e-7	true
ENST00000710364.1|ENSG00000292256.1|-|-|ENST00000710364|ENSG00000292256|589|	130	+	4	23	0.17391304347826086	1.5935531119337536e-6	true
ENST00000839360.1|ENSG00000258325.3|-|-|ITFG2-AS1-237|ITFG2-AS1|743|	502	-	3	77	0.03896103896103896	0.0030545911521608123	false
ENST00000555043.2|ENSG00000258377.2|OTTHUMG00000170874.1|OTTHUMT00000410795.1|ENST00000555043|ENSG00000258377|2535|	1242	-	3	117	0.02564102564102564	0.009734930984363668	false
ENST00000419300.3|ENSG00000204054.15|OTTHUMG00000020783.66|OTTHUMT00000106519.3|LINC00963-202|LINC00963|9557|	2327	+	22	116	0.1896551724137931	6.864143099110081e-31	true
ENST00000534988.2|ENSG00000256116.2|OTTHUMG00000167845.2|OTTHUMT00000397332.1|ENST00000534988|ENSG00000256116|1069|	938	-	3	120	0.025	0.01042430626281906	false
ENST00000756409.1|ENSG00000245748.2|OTTHUMG00000159982.1|-|ENST00000756409|ENSG00000245748|1445|	1403	-	3	97	0.030927835051546393	0.005827846643554861	false
ENST00000528650.1|ENSG00000254452.1|OTTHUMG00000166908.1|OTTHUMT00000391827.1|ENST00000528650|ENSG00000254452|480|	269	-	3	114	0.02631578947368421	0.009072958356366304	false
ENST00000784726.1|ENSG00000302163.1|-|-|ENST00000784726|ENSG00000302163|685|	633	-	3	136	0.022058823529411766	0.01457120267692953	false
ENST00000726311.1|ENSG00000294850.1|-|-|ENST00000726311|ENSG00000294850|655|	198	+	22	725	0.030344827586206897	1.553456021763187e-13	true
ENST00000633719.1|ENSG00000292982.2|-|OTTHUMT00000475086.2|WASH5P-209|WASH5P|4412|	2790	+	3	23	0.13043478260869565	0.00008586382411917847	true
ENST00000333487.2|ENSG00000184068.2|OTTHUMG00000151272.1|OTTHUMT00000322047.1|SREBF2-AS1-201|SREBF2-AS1|2989|	862	-	3	35	0.08571428571428572	0.00030692422072139936	true
ENST00000577746.1|ENSG00000266872.1|OTTHUMG00000179258.1|OTTHUMT00000445491.1|ENST00000577746|ENSG00000266872|656|	489	-	3	36	0.08333333333333333	0.0003338991937230899	true
ENST00000623414.1|ENSG00000279569.1|OTTHUMG00000177024.1|OTTHUMT00000434930.1|ENST00000623414|ENSG00000279569|4170|	2297	-	6	71	0.08450704225352113	3.060073244763526e-7	true
ENST00000550043.1|ENSG00000293235.1|-|OTTHUMT00000408770.1|ENST00000550043|ENSG00000293235|1585|	340	+	4	195	0.020512820512820513	0.006343831130608289	false
ENST00000786433.1|ENSG00000302407.1|-|-|ENST00000786433|ENSG00000302407|474|	84	-	3	102	0.029411764705882353	0.006694474500704028	false
ENST00000623557.1|ENSG00000280211.1|OTTHUMG00000176904.1|OTTHUMT00000434290.1|ENST00000623557|ENSG00000280211|2502|	998	-	3	76	0.039473684210526314	0.002943668306489188	false
