ref	pos	strand	convertedBaseCount_unfiltered_uniq	unconvertedBaseCount_unfiltered_uniq	convertedBaseCount_unfiltered_multi	unconvertedBaseCount_unfiltered_multi	convertedBaseCount_filtered_uniq	unconvertedBaseCount_filtered_uniq	convertedBaseCount_filtered_multi	unconvertedBaseCount_filtered_multi	u	d	ur	pval	passed
chr1	10458739	-	31	1	5	0	31	0	5	0	0	31	0.0	1.0	false
chr1	11287233	+	38	0	0	0	38	0	0	0	0	38	0.0	1.0	false
chr1	11837137	+	34	2	0	0	34	2	0	0	2	36	0.05555555555555555	0.006186222199513705	false
chr1	12568052	-	28	0	0	0	28	0	0	0	0	28	0.0	1.0	false
chr1	15572332	-	34	0	4	0	34	0	4	0	0	34	0.0	1.0	false
chr1	15734091	+	65	3	0	0	65	3	0	0	3	68	0.04411764705882353	0.001470263710065045	false
chr1	17825808	+	89	1	0	0	89	1	0	0	1	90	0.011111111111111112	0.25401299361374113	false
chr1	19156287	-	62	1	0	0	62	1	0	0	1	63	0.015873015873015872	0.18546099812650252	false
chr1	19306126	-	189	6	6	0	189	6	6	0	6	195	0.03076923076923077	0.000049356422380628574	true
chr1	19311960	-	233	31	1	0	233	31	1	0	31	264	0.11742424242424243	8.14771946697644e-38	true
chr1	19644378	+	51	1	0	0	51	1	0	0	1	52	0.019230769230769232	0.15575800392997133	false
chr1	19911654	+	27	1	3	0	27	1	3	0	1	28	0.03571428571428571	0.08713767865261018	false
chr1	20500246	-	64	3	2	0	64	3	2	0	3	67	0.04477611940298507	0.0014087974763347703	false
chr1	20633920	+	137	3	3	0	137	2	3	0	2	139	0.014388489208633094	0.07571581403831332	false
chr1	20652451	-	112	12	2	0	111	10	2	0	10	121	0.08264462809917356	1.2010997041688172e-11	true
chr1	20652513	-	405	15	2	0	405	14	2	0	14	419	0.03341288782816229	2.042379125730126e-10	true
chr1	20744004	-	71	3	15	1	70	3	15	1	3	73	0.0410958904109589	0.0018027668452339004	false
chr1	21217549	-	51	1	0	0	51	1	0	0	1	52	0.019230769230769232	0.15575800392997133	false
chr1	21217646	-	38	1	1	0	38	1	1	0	1	39	0.02564102564102564	0.11925494403319233	false
chr1	21217834	-	128	11	2	0	128	11	2	0	11	139	0.07913669064748201	1.8275140673204997e-12	true
chr1	21575827	+	14	2	0	0	14	1	0	0	1	15	0.06666666666666667	0.047667635526619505	false
chr1	23969325	-	37	0	6	0	37	0	6	0	0	37	0.0	1.0	false
chr1	23976989	-	98	1	0	0	98	1	0	0	1	99	0.010101010101010102	0.275556718222382	false
chr1	24841566	+	34	2	0	0	34	1	0	0	1	35	0.02857142857142857	0.10770881563910599	false
chr1	26278420	+	45	1	2	0	45	1	2	0	1	46	0.021739130434782608	0.13910232602364403	false
chr1	26766471	+	30	0	0	0	30	0	0	0	0	30	0.0	1.0	false
chr1	26772557	+	28	1	0	0	28	0	0	0	0	28	0.0	1.0	false
chr1	26826836	+	39	2	1	0	39	1	1	0	1	40	0.025	0.12211805559549163	false
chr1	28742930	+	81	2	4	0	81	2	4	0	2	83	0.024096385542168676	0.030224370240241022	false
chr1	29148869	-	100	1	0	0	100	1	0	0	1	101	0.009900990099009901	0.280259079243839	false
chr1	29154719	-	144	5	3	0	144	5	3	0	5	149	0.03355704697986577	0.0001407884107389601	true
chr1	29181768	-	51	1	1	0	51	1	1	0	1	52	0.019230769230769232	0.15575800392997133	false
chr1	30932317	-	47	1	1	0	47	0	1	0	0	47	0.0	1.0	false
chr1	31296658	-	39	0	1	0	39	0	1	0	0	39	0.0	1.0	false
chr1	31424844	+	88	8	0	0	88	8	0	0	8	96	0.08333333333333333	1.2824320723257165e-9	true
chr1	31635482	-	82	57	4	2	82	57	4	2	57	139	0.41007194244604317	5.8557416244101655e-103	true
chr1	32075706	+	33	2	0	0	33	2	0	0	2	35	0.05714285714285714	0.00585511787168899	false
chr1	32333461	+	32	0	1	0	32	0	1	0	0	32	0.0	1.0	false
chr1	32336019	-	395	31	3	0	395	30	3	0	30	425	0.07058823529411765	6.198931477474235e-30	true
chr1	32378754	-	42	0	0	0	42	0	0	0	0	42	0.0	1.0	false
chr1	32775814	-	437	26	1	0	437	23	1	0	23	460	0.05	5.920543403231813e-20	true
chr1	32810745	-	247	6	1	0	247	5	1	0	5	252	0.01984126984126984	0.0015217500226327799	false
chr1	33011353	-	52	0	1	0	52	0	1	0	0	52	0.0	1.0	false
chr1	35192471	-	82	2	3	0	82	2	3	0	2	84	0.023809523809523808	0.030895951000348944	false
chr1	35192634	-	218	10	4	0	218	10	4	0	10	228	0.043859649122807015	5.93064839124827e-9	true
chr1	35387162	+	51	2	1	0	51	2	1	0	2	53	0.03773584905660377	0.013046707164285026	false
chr1	35419777	+	31	0	0	0	31	0	0	0	0	31	0.0	1.0	false
chr1	35433950	-	54	2	0	0	54	2	0	0	2	56	0.03571428571428571	0.014487256244869498	false
chr1	35434807	-	52	1	1	0	52	1	1	0	1	53	0.018867924528301886	0.15850245194469606	false
chr1	35560697	+	62	0	0	0	62	0	0	0	0	62	0.0	1.0	false
chr1	35718708	-	45	1	0	0	45	1	0	0	1	46	0.021739130434782608	0.13910232602364403	false
chr1	36180761	+	65	18	0	0	64	18	0	0	18	82	0.21951219512195122	7.894878634046555e-28	true
chr1	36464298	-	47	2	0	0	47	2	0	0	2	49	0.04081632653061224	0.011229947195773516	false
chr1	37807919	+	169	7	0	0	169	7	0	0	7	176	0.03977272727272727	2.1845240177574094e-6	true
chr1	38866983	-	45	2	7	0	45	2	7	0	2	47	0.0425531914893617	0.010367093154038819	false
chr1	38991487	+	144	24	6	0	144	24	6	0	24	168	0.14285714285714285	9.072709887134404e-32	true
chr1	39424073	+	47	2	0	0	47	2	0	0	2	49	0.04081632653061224	0.011229947195773516	false
chr1	40980141	+	4	8	1	1	4	8	1	1	8	12	0.6666666666666666	6.1021508130778244e-18	true
chr1	42178502	-	30	0	4	0	30	0	4	0	0	30	0.0	1.0	false
chr1	42766676	-	72	44	0	0	72	44	0	0	44	116	0.3793103448275862	5.583850842647484e-78	true
chr1	43364126	-	25	0	0	0	25	0	0	0	0	25	0.0	1.0	false
chr1	43453825	-	45	1	0	0	45	1	0	0	1	46	0.021739130434782608	0.13910232602364403	false
chr1	43453841	-	35	0	0	0	35	0	0	0	0	35	0.0	1.0	false
chr1	43591170	+	11	11	0	0	11	11	0	0	11	22	0.5	2.9246129560886213e-22	true
chr1	43617823	+	76	2	0	0	76	2	0	0	2	78	0.02564102564102564	0.02695629770960841	false
chr1	43667010	+	41	0	3	0	41	0	3	0	0	41	0.0	1.0	false
chr1	43979321	+	75	4	3	0	75	4	3	0	4	79	0.05063291139240506	0.00013813218208084689	true
chr1	43979323	+	61	4	3	0	61	4	3	0	4	65	0.06153846153846154	0.00006453699191185763	true
chr1	43990843	+	50	2	1	0	50	2	1	0	2	52	0.038461538461538464	0.012581270591127429	false
chr1	45415141	+	12	4	1	0	12	4	1	0	4	16	0.25	1.9699755737473916e-7	true
chr1	45618640	+	22	1	0	0	22	0	0	0	0	22	0.0	1.0	false
chr1	45630533	-	38	0	0	0	38	0	0	0	0	38	0.0	1.0	false
chr1	46030727	+	37	0	0	0	37	0	0	0	0	37	0.0	1.0	false
chr1	46188760	-	32	2	0	0	32	1	0	0	1	33	0.030303030303030304	0.10187911336134721	false
chr1	46192531	-	197	3	1	0	197	3	1	0	3	200	0.015	0.028117069202471492	false
chr1	46286302	-	123	5	0	0	123	5	0	0	5	128	0.0390625	0.00006890830469066789	true
chr1	51251139	-	8	4	2	0	8	4	2	0	4	12	0.3333333333333333	5.4139420432751774e-8	true
chr1	52355798	-	64	15	0	0	64	15	0	0	15	79	0.189873417721519	2.1219600012612414e-22	true
chr1	52993624	-	66	1	5	0	65	1	5	0	1	66	0.015151515151515152	0.19337887298340017	false
chr1	53327807	-	66	1	0	0	66	1	0	0	1	67	0.014925373134328358	0.19600102369490316	false
chr1	53327897	-	25	2	2	0	25	2	2	0	2	27	0.07407407407407407	0.0035140247598134454	false
chr1	54225952	-	24	2	0	0	24	2	0	0	2	26	0.07692307692307693	0.0032607470125817174	false
chr1	54731595	+	113	1	1	0	112	1	1	0	1	113	0.008849557522123894	0.30783915141957086	false
chr1	54741434	+	49	1	7	0	49	1	7	0	1	50	0.02	0.15024222659883674	false
chr1	55101672	-	47	1	3	0	47	1	3	0	1	48	0.020833333333333332	0.14469041244448286	false
chr1	62319180	-	113	2	1	0	113	2	1	0	2	115	0.017391304347826087	0.05441564317156561	false
chr1	68497048	-	41	1	5	0	41	1	5	0	1	42	0.023809523809523808	0.12781638690816416	false
chr1	87328673	+	60	3	3	0	60	3	3	0	3	63	0.047619047619047616	0.0011791684876759484	false
chr1	88684395	+	46	1	0	0	46	1	0	0	1	47	0.02127659574468085	0.1419009180425485	false
chr1	88684397	+	52	1	0	0	52	1	0	0	1	53	0.018867924528301886	0.15850245194469606	false
chr1	92841919	+	97	37	9	9	97	5	9	1	5	102	0.049019607843137254	0.00002326485768886225	true
chr1	93909266	-	71	3	2	0	71	3	2	0	3	74	0.04054054054054054	0.001874412299211365	false
chr1	104153250	-	43	1	12	0	42	1	12	0	1	43	0.023255813953488372	0.13065166707258138	false
chr1	104153269	-	61	1	13	0	59	1	13	0	1	60	0.016666666666666666	0.177465400606325	false
chr1	108560147	+	17	3	0	0	17	3	0	0	3	20	0.15	0.00003757251018756692	true
chr1	108796237	+	59	1	1	0	59	1	1	0	1	60	0.016666666666666666	0.177465400606325	false
chr1	109279769	-	46	1	1	0	46	1	1	0	1	47	0.02127659574468085	0.1419009180425485	false
chr1	109281852	-	38	2	0	0	38	2	0	0	2	40	0.05	0.007593593103519946	false
chr1	109736983	-	64	2	0	0	64	0	0	0	0	64	0.0	1.0	false
chr1	109740312	-	33	1	2	0	33	1	2	0	1	34	0.029411764705882353	0.10479870998860835	false
chr1	110043844	+	30	2	0	0	30	2	0	0	2	32	0.0625	0.004912505429313275	false
chr1	111440654	-	51	5	0	0	51	3	0	0	3	54	0.05555555555555555	0.0007527333651485778	true
chr1	111443904	-	301	23	2	1	301	23	2	1	23	324	0.07098765432098765	2.2437120186502415e-23	true
chr1	111447110	-	272	20	0	0	271	20	0	0	20	291	0.06872852233676977	2.997744389531336e-20	true
chr1	111448684	-	291	14	4	0	290	14	4	0	14	304	0.046052631578947366	2.9768273566627674e-12	true
chr1	112695551	+	65	3	1	0	64	3	1	0	3	67	0.04477611940298507	0.0014087974763347703	false
chr1	112696690	+	58	1	0	0	58	1	0	0	1	59	0.01694915254237288	0.17478279807995376	false
chr1	112700578	+	45	2	0	0	45	2	0	0	2	47	0.0425531914893617	0.010367093154038819	false
chr1	112701133	-	229	6	4	0	229	6	4	0	6	235	0.02553191489361702	0.00013723951537010588	true
chr1	112701292	-	81	2	2	0	81	2	2	0	2	83	0.024096385542168676	0.030224370240241022	false
chr1	113973076	+	48	2	1	0	48	2	1	0	2	50	0.04	0.011672836848549166	false
chr1	116544584	-	26	1	0	0	26	1	0	0	1	27	0.037037037037037035	0.08416048259145871	false
chr1	116941884	+	19	2	0	0	19	2	0	0	2	21	0.09523809523809523	0.0021297917105843533	false
chr1	117442300	+	45	2	0	0	45	2	0	0	2	47	0.0425531914893617	0.010367093154038819	false
chr1	117549757	+	39	2	2	0	39	2	2	0	2	41	0.04878048780487805	0.00796588734520258	false
chr1	117950861	+	38	2	0	0	38	1	0	0	1	39	0.02564102564102564	0.11925494403319233	false
chr1	119180474	+	5	3	0	0	5	3	0	0	3	8	0.375	1.9004358894105392e-6	false
chr1	119496663	-	19	2	0	0	19	2	0	0	2	21	0.09523809523809523	0.0021297917105843533	false
chr1	119919488	-	101	8	1	0	100	8	1	0	8	108	0.07407407407407407	3.2887668961979456e-9	true
chr1	119968165	-	39	1	6	0	39	1	6	0	1	40	0.025	0.12211805559549163	false
chr1	120155205	-	51	4	5	1	51	3	5	0	3	54	0.05555555555555555	0.0007527333651485778	true
chr1	145917010	-	52	0	0	0	52	0	0	0	0	52	0.0	1.0	false
chr1	145934930	-	54	1	3	0	54	1	3	0	1	55	0.01818181818181818	0.16396461215676578	false
chr1	145957667	-	68	0	0	0	68	0	0	0	0	68	0.0	1.0	false
chr1	147159441	-	48	1	0	0	48	1	0	0	1	49	0.02040816326530612	0.147470838803831	false
chr1	150574561	-	14	0	1	0	14	0	1	0	0	14	0.0	1.0	false
chr1	150951070	+	31	1	1	0	31	1	1	0	1	32	0.03125	0.09894999480358728	false
chr1	151405131	-	50	2	0	0	50	2	0	0	2	52	0.038461538461538464	0.012581270591127429	false
chr1	151563930	+	41	0	0	0	41	0	0	0	0	41	0.0	1.0	false
chr1	153613024	-	38	0	1	0	38	0	1	0	0	38	0.0	1.0	false
chr1	154550419	-	34	1	0	0	34	0	0	0	0	34	0.0	1.0	false
chr1	154944960	-	29	2	0	0	29	2	0	0	2	31	0.06451612903225806	0.004615397053514981	false
chr1	154963697	-	237	13	34	0	237	13	34	0	13	250	0.052	3.858238542595437e-12	true
chr1	155016307	+	40	1	0	0	40	1	0	0	1	41	0.024390243902439025	0.12497185980174884	false
chr1	155017742	+	55	3	0	0	55	3	0	0	3	58	0.05172413793103448	0.0009273748898403076	true
chr1	155053934	+	264	10	4	0	264	10	4	0	10	274	0.0364963503649635	3.3672098644065685e-8	true
chr1	155057035	+	283	12	2	0	283	12	2	0	12	295	0.04067796610169491	4.3106254992899486e-10	true
chr1	155057682	+	261	84	0	0	261	82	0	0	82	343	0.239067055393586	1.783396385555281e-124	true
chr1	155057683	+	316	18	0	0	316	16	0	0	16	332	0.04819277108433735	4.2670179070255853e-14	true
chr1	155058310	+	215	6	1	0	215	6	1	0	6	221	0.027149321266968326	0.0000982593726612721	true
chr1	155062333	+	198	7	4	0	198	7	4	0	7	205	0.03414634146341464	5.956399429706622e-6	true
chr1	155062509	+	101	4	1	0	101	4	1	0	4	105	0.0380952380952381	0.00041097178855032795	true
chr1	155320662	+	60	4	2	0	59	4	2	0	4	63	0.06349206349206349	0.000057074670309351735	true
chr1	155352844	-	49	2	0	0	49	2	0	0	2	51	0.0392156862745098	0.012123295944841557	false
chr1	155668657	-	38	1	9	0	38	0	9	0	0	38	0.0	1.0	false
chr1	155765638	-	45	2	6	0	45	2	6	0	2	47	0.0425531914893617	0.010367093154038819	false
chr1	156114877	+	622	13	17	0	622	11	17	0	11	633	0.017377567140600316	0.000010179806661216889	false
chr1	156139692	+	34	2	1	0	34	2	1	0	2	36	0.05555555555555555	0.006186222199513705	false
chr1	156249440	-	16	1	0	0	16	0	0	0	0	16	0.0	1.0	false
chr1	156676769	-	14	1	0	0	14	1	0	0	1	15	0.06666666666666667	0.047667635526619505	false
chr1	156676770	-	16	0	0	0	16	0	0	0	0	16	0.0	1.0	false
chr1	156742111	-	345	9	15	0	344	6	15	0	6	350	0.017142857142857144	0.0011164966645242473	false
chr1	156743366	-	474	617	3	23	474	617	3	23	617	1091	0.5655362053162236	0.0	true
chr1	156786692	+	37	2	0	0	37	1	0	0	1	38	0.02631578947368421	0.1163824947599737	false
chr1	156935880	-	23	1	0	0	23	1	0	0	1	24	0.041666666666666664	0.07517050892852842	false
chr1	158525673	+	29	2	3	0	25	2	3	0	2	27	0.07407407407407407	0.0035140247598134454	false
chr1	159782172	+	86	2	2	0	86	2	2	0	2	88	0.022727272727272728	0.033640640495088234	false
chr1	160098424	-	40	1	8	0	40	1	8	0	1	41	0.024390243902439025	0.12497185980174884	false
chr1	160214580	+	34	0	0	0	34	0	0	0	0	34	0.0	1.0	false
chr1	160215370	+	71	0	0	0	70	0	0	0	0	70	0.0	1.0	false
chr1	160216203	-	49	0	0	0	49	0	0	0	0	49	0.0	1.0	false
chr1	160222675	-	59	1	0	0	59	1	0	0	1	60	0.016666666666666666	0.177465400606325	false
chr1	160262243	-	9	1	0	0	9	1	0	0	1	10	0.1	0.03203639302824767	false
chr1	161226535	+	55	1	1	0	55	1	1	0	1	56	0.017857142857142856	0.1666823822642548	false
chr1	164846643	+	41	0	1	0	41	0	1	0	0	41	0.0	1.0	false
chr1	165662567	-	24	4	0	0	24	2	0	0	2	26	0.07692307692307693	0.0032607470125817174	false
chr1	165698493	-	47	4	0	0	46	3	0	0	3	49	0.061224489795918366	0.0005659291143284342	true
chr1	167553726	-	182	2	4	0	182	2	4	0	2	184	0.010869565217391304	0.12107484536751117	false
chr1	169132718	+	33	3	10	0	33	2	10	0	2	35	0.05714285714285714	0.00585511787168899	false
chr1	171784073	+	55	0	0	0	55	0	0	0	0	55	0.0	1.0	false
chr1	171784392	+	99	3	1	0	98	2	1	0	2	100	0.02	0.042410894352772545	false
chr1	171796692	+	54	1	0	0	54	1	0	0	1	55	0.01818181818181818	0.16396461215676578	false
chr1	175192646	-	28	0	5	0	28	0	5	0	0	28	0.0	1.0	false
chr1	179087932	+	94	3	5	0	94	2	5	0	2	96	0.020833333333333332	0.03940090402054748	false
chr1	180873940	+	38	0	0	0	38	0	0	0	0	38	0.0	1.0	false
chr1	180975531	-	55	0	0	0	55	0	0	0	0	55	0.0	1.0	false
chr1	183116807	+	92	9	1	0	92	8	1	0	8	100	0.08	1.779079308090586e-9	true
chr1	183552568	+	79	5	0	0	79	5	0	0	5	84	0.05952380952380952	9.051527515782951e-6	true
chr1	185156621	-	20	1	0	0	20	1	0	0	1	21	0.047619047619047616	0.06609228877161752	false
chr1	186371026	-	47	2	0	0	47	1	0	0	1	48	0.020833333333333332	0.14469041244448286	false
chr1	193096604	-	39	1	0	0	39	1	0	0	1	40	0.025	0.12211805559549163	false
chr1	194189298	+	15	8	0	0	14	8	0	0	8	22	0.36363636363636365	3.829586306951014e-15	true
chr1	201484271	-	484	9	4	1	483	9	4	1	9	492	0.018292682926829267	0.00004304946035951406	false
chr1	201485355	-	1183	21	5	0	1182	21	5	0	21	1203	0.017456359102244388	1.1590546866744374e-9	false
chr1	201520052	+	8	0	0	0	8	0	0	0	0	8	0.0	1.0	false
chr1	201879413	+	28	2	1	0	28	2	1	0	2	30	0.06666666666666667	0.0043269350914630226	false
chr1	202134036	-	28	1	1	0	28	0	1	0	0	28	0.0	1.0	false
chr1	202879230	-	23	0	2	0	23	0	2	0	0	23	0.0	1.0	false
chr1	202880838	-	63	3	0	0	63	3	0	0	3	66	0.045454545454545456	0.0013489715744925586	false
chr1	202951134	-	251	4	3	0	251	4	3	0	4	255	0.01568627450980392	0.010088346405123806	false
chr1	203024702	+	40	1	0	0	40	1	0	0	1	41	0.024390243902439025	0.12497185980174884	false
chr1	204126734	+	59	0	1	0	59	0	1	0	0	59	0.0	1.0	false
chr1	205143475	-	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.1163824947599737	false
chr1	206733461	+	89	1	0	0	89	1	0	0	1	90	0.011111111111111112	0.25401299361374113	false
chr1	207074410	+	49	0	0	0	49	0	0	0	0	49	0.0	1.0	false
chr1	209623166	-	29	0	0	0	29	0	0	0	0	29	0.0	1.0	false
chr1	214281146	+	38	3	0	0	38	3	0	0	3	41	0.07317073170731707	0.00033385539070894635	true
chr1	214281206	+	58	9	1	0	58	9	1	0	9	67	0.13432835820895522	1.462736130895473e-12	true
chr1	214351242	-	50	0	7	0	50	0	7	0	0	50	0.0	1.0	false
chr1	215567528	+	88	2	1	0	88	2	1	0	2	90	0.022222222222222223	0.03504737605766971	false
chr1	220748482	+	29	1	2	0	29	1	2	0	1	30	0.03333333333333333	0.09306306757654037	false
chr1	220786991	+	173	6	3	0	173	6	3	0	6	179	0.0335195530726257	0.00003064665923570853	true
chr1	224227622	-	104	4	0	0	104	4	0	0	4	108	0.037037037037037035	0.00045719414914846833	true
chr1	224365976	+	59	3	0	0	59	0	0	0	0	59	0.0	1.0	false
chr1	224434324	-	103	5	1	0	103	5	1	0	5	108	0.046296296296296294	0.00003063664453718195	true
chr1	225401503	-	26	2	1	0	26	2	1	0	2	28	0.07142857142857142	0.003776188940369422	false
chr1	225495456	-	18	3	1	0	18	0	1	0	0	18	0.0	1.0	false
chr1	225652989	-	23	2	0	0	23	1	0	0	1	24	0.041666666666666664	0.07517050892852842	false
chr1	226250855	-	53	2	1	0	53	1	1	0	1	54	0.018518518518518517	0.16123797835289022	false
chr1	226977502	+	34	2	0	0	34	2	0	0	2	36	0.05555555555555555	0.006186222199513705	false
chr1	227921433	-	35	2	1	0	35	2	1	0	2	37	0.05405405405405406	0.006525679549665231	false
chr1	227921434	-	35	2	1	0	35	2	1	0	2	37	0.05405405405405406	0.006525679549665231	false
chr1	228098911	+	701	14	2	0	700	14	2	0	14	714	0.0196078431372549	1.6013251422726149e-7	false
chr1	228316077	+	22	1	1	0	22	1	1	0	1	23	0.043478260869565216	0.07215428331195278	false
chr1	228336215	+	48	1	0	0	48	1	0	0	1	49	0.02040816326530612	0.147470838803831	false
chr1	228359549	+	5	1	0	0	5	1	0	0	1	6	0.16666666666666666	0.01934687293252546	false
chr1	229431554	-	18	5	2	0	16	5	2	0	5	21	0.23809523809523808	7.073671096258179e-9	true
chr1	229490008	-	134	15	0	0	132	14	0	0	14	146	0.0958904109589041	1.1881809389973457e-16	true
chr1	229637755	+	34	2	0	0	34	1	0	0	1	35	0.02857142857142857	0.10770881563910599	false
chr1	230280004	+	41	3	0	0	41	2	0	0	2	43	0.046511627906976744	0.008734620002641733	false
chr1	230837313	-	54	1	6	0	54	1	6	0	1	55	0.01818181818181818	0.16396461215676578	false
chr1	231040032	-	162	9	0	0	162	9	0	0	9	171	0.05263157894736842	7.0221953868263904e-9	true
chr1	234430277	-	109	9	0	0	109	9	0	0	9	118	0.07627118644067797	2.6350911957562994e-10	true
chr1	234604934	-	51	1	0	0	51	0	0	0	0	51	0.0	1.0	false
chr1	234606810	-	31	0	0	0	31	0	0	0	0	31	0.0	1.0	false
chr1	236483512	+	12	0	3	0	10	0	3	0	0	10	0.0	1.0	false
chr1	236483517	+	13	1	3	0	11	1	3	0	1	12	0.08333333333333333	0.03831944437278364	false
chr1	241848254	+	64	1	1	0	63	1	1	0	1	64	0.015625	0.1881088881355446	false
chr1	241993437	+	10	1	2	1	9	1	2	1	1	10	0.1	0.03203639302824767	false
chr1	241993440	+	10	4	3	0	9	4	3	0	4	13	0.3076923076923077	7.799818955099016e-8	true
chr1	244451872	-	81	1	0	0	81	1	0	0	1	82	0.012195121951219513	0.23432575386118973	false
chr1	246666598	+	37	1	0	0	37	1	0	0	1	38	0.02631578947368421	0.1163824947599737	false
chr1	248838402	+	29	1	0	0	29	1	0	0	1	30	0.03333333333333333	0.09306306757654037	false
chr1	248848275	+	74	2	3	0	74	2	3	0	2	76	0.02631578947368421	0.02569185496310461	false
chr2	1632764	-	49	2	0	0	49	2	0	0	2	51	0.0392156862745098	0.012123295944841557	false
chr2	1632785	-	52	2	1	0	52	2	1	0	2	54	0.037037037037037035	0.01351955231040565	false
chr2	1632859	-	371	12	3	0	370	12	3	0	12	382	0.031413612565445025	7.78477851618315e-9	true
chr2	1649290	-	368	164	2	0	368	163	2	0	163	531	0.3069679849340866	5.2198327493580344e-266	true
chr2	3575292	+	290	8	8	0	288	8	8	0	8	296	0.02702702702702703	7.232876513907209e-6	true
chr2	8730274	-	30	3	8	0	30	3	8	0	3	33	0.09090909090909091	0.0001742247769924472	true
chr2	11351726	+	8	2	1	0	6	2	1	0	2	8	0.25	0.00029206846678020356	false
chr2	11815199	+	51	2	0	0	51	2	0	0	2	53	0.03773584905660377	0.013046707164285026	false
chr2	15593145	+	30	1	2	0	30	1	2	0	1	31	0.03225806451612903	0.09601132326064121	false
chr2	23971352	+	30	2	1	0	30	2	1	0	2	32	0.0625	0.004912505429313275	false
chr2	24067727	-	44	8	0	0	44	1	0	0	1	45	0.022222222222222223	0.13629460671693217	false
chr2	24067737	-	44	7	0	0	44	2	0	0	2	46	0.043478260869565216	0.00994723791489926	false
chr2	24203700	-	24	2	0	0	24	2	0	0	2	26	0.07692307692307693	0.0032607470125817174	false
chr2	24768516	+	10	1	1	0	10	1	1	0	1	11	0.09090909090909091	0.03518303322364855	false
chr2	24920005	-	39	1	0	0	39	1	0	0	1	40	0.025	0.12211805559549163	false
chr2	26367148	+	51	1	0	0	51	0	0	0	0	51	0.0	1.0	false
chr2	26779081	+	23	3	6	0	23	3	6	0	3	26	0.11538461538461539	0.00008444971710552	true
chr2	26848193	+	34	3	0	0	34	3	0	0	3	37	0.08108108108108109	0.00024571857186200086	true
