ref	pos	strand	u	d	ur	pval	passed
ENST00000550043.1|ENSG00000293235.1|-|OTTHUMT00000408770.1|ENST00000550043|ENSG00000293235|1585|	730	+	7	129	0.05426356589147287	6.212947368393829e-7	true
ENST00000778697.1|ENSG00000301403.1|-|-|ENST00000778697|ENSG00000301403|1375|	84	-	256	4322	0.05923183711244794	8.610062874016775e-210	true
ENST00000563103.1|ENSG00000260035.1|OTTHUMG00000172834.1|OTTHUMT00000420790.1|ENST00000563103|ENSG00000260035|308|	219	+	21	60	0.35	5.428575375792252e-36	true
ENST00000570227.2|ENSG00000290426.2|-|OTTHUMT00000421328.1|ENST00000570227|ENSG00000290426|938|	649	+	0	109	0.0	1.0	false
ENST00000559668.5|ENSG00000290689.2|-|OTTHUMT00000418802.1|ENST00000559668|ENSG00000290689|4253|	1493	+	2	53	0.03773584905660377	0.016511678456781656	false
ENST00000531523.4|ENSG00000255198.7|OTTHUMG00000166082.2|OTTHUMT00000387781.1|SNHG9-201|SNHG9|712|	37	-	238	1209	0.1968569065343259	1.33e-322	true
ENST00000531523.4|ENSG00000255198.7|OTTHUMG00000166082.2|OTTHUMT00000387781.1|SNHG9-201|SNHG9|712|	38	-	119	1159	0.10267471958584987	7.763721202323514e-127	true
ENST00000537889.2|ENSG00000290391.2|-|OTTHUMT00000398420.1|ENST00000537889|ENSG00000290391|1758|	1647	+	13	45	0.28888888888888886	1.5049636034740033e-21	true
ENST00000569969.5|ENSG00000261067.7|OTTHUMG00000176707.1|OTTHUMT00000433224.1|ENST00000569969|ENSG00000261067|5296|	827	+	1	113	0.008849557522123894	0.34100042270178854	false
ENST00000591758.1|ENSG00000293016.1|-|OTTHUMT00000460612.1|ENST00000591758|ENSG00000293016|566|	547	+	16	631	0.025356576862123614	3.4142313977873077e-9	true
ENST00000572404.1|ENSG00000262533.1|OTTHUMG00000177679.1|OTTHUMT00000438469.1|ENST00000572404|ENSG00000262533|422|	288	-	0	111	0.0	1.0	false
ENST00000690855.2|ENSG00000289252.2|-|-|ENST00000690855|ENSG00000289252|1640|	385	-	26	380	0.06842105263157895	1.8467824040745394e-24	true
ENST00000582965.4|ENSG00000266402.6|OTTHUMG00000178880.1|OTTHUMT00000443742.1|SNHG25-202|SNHG25|1068|	477	+	27	616	0.04383116883116883	2.5790157805789286e-20	true
ENST00000576554.1|ENSG00000262413.1|OTTHUMG00000177881.1|OTTHUMT00000439448.1|ENST00000576554|ENSG00000262413|565|	445	-	19	264	0.07196969696969698	1.0572445023064044e-18	true
ENST00000623459.1|ENSG00000279753.1|OTTHUMG00000181870.1|OTTHUMT00000458023.1|ENST00000623459|ENSG00000279753|338|	104	-	0	107	0.0	1.0	false
ENST00000591657.1|ENSG00000267484.1|OTTHUMG00000180510.1|OTTHUMT00000451703.1|ENST00000591657|ENSG00000267484|511|	202	-	8	193	0.04145077720207254	7.637220328267704e-7	true
ENST00000784178.1|ENSG00000293178.2|-|-|ENST00000784178|ENSG00000293178|2913|	2451	+	0	164	0.0	1.0	false
ENST00000764108.1|ENSG00000289292.3|-|-|ENST00000764108|ENSG00000289292|932|	336	+	13	436	0.02981651376146789	1.4975419049984696e-8	true
ENST00000652665.2|ENSG00000293202.2|-|OTTHUMT00000500174.2|ENST00000652665|ENSG00000293202|1205|	107	+	0	72	0.0	1.0	false
ENST00000652221.2|ENSG00000293485.2|-|OTTHUMT00000499618.2|SERHL-205|SERHL|2459|	1359	-	3	106	0.02830188679245283	0.007272458644546287	false
ENST00000413911.1|ENSG00000228509.8|OTTHUMG00000154512.1|OTTHUMT00000335622.1|ENST00000413911|ENSG00000228509|919|	654	-	1	86	0.011627906976744186	0.2719514034723565	false
ENST00000715290.1|ENSG00000230337.5|OTTHUMG00000002122.1|-|EXOSC10-AS1-205|EXOSC10-AS1|2401|	1747	-	0	157	0.0	1.0	false
ENST00000593791.1|ENSG00000268983.1|OTTHUMG00000183109.1|OTTHUMT00000465112.1|KXD1-AS1-201|KXD1-AS1|432|	317	-	49	344	0.14244186046511628	1.7076429144663464e-60	true
ENST00000540866.2|ENSG00000256028.2|OTTHUMG00000168770.1|OTTHUMT00000400991.1|ENST00000540866|ENSG00000256028|5618|	1840	+	0	43	0.0	1.0	false
ENST00000619210.1|ENSG00000293329.2|-|OTTHUMT00000477544.1|DUXAP9-205|DUXAP9|1060|	813	+	9	43	0.20930232558139536	6.292481338104155e-14	true
ENST00000786433.1|ENSG00000302407.1|-|-|ENST00000786433|ENSG00000302407|474|	84	-	0	115	0.0	1.0	false
ENST00000429761.2|ENSG00000228925.2|OTTHUMG00000153091.2|OTTHUMT00000329487.2|ENST00000429761|ENSG00000228925|1874|	1036	-	8	102	0.0784313725490196	5.4665891050365216e-9	true
ENST00000589360.1|ENSG00000267436.1|OTTHUMG00000181924.1|OTTHUMT00000458321.1|MFSD12-AS1-201|MFSD12-AS1|565|	5	-	13	194	0.06701030927835051	7.269697634186618e-13	true
ENST00000485974.1|ENSG00000244151.1|OTTHUMG00000158693.1|OTTHUMT00000351765.1|ENST00000485974|ENSG00000244151|1230|	459	-	33	312	0.10576923076923077	7.249106446819726e-37	true
ENST00000692808.2|ENSG00000288813.2|-|-|ENST00000692808|ENSG00000288813|1474|	466	-	3	50	0.06	0.0008607894801031762	true
ENST00000609955.1|ENSG00000273275.1|OTTHUMG00000185954.1|OTTHUMT00000471823.1|ENST00000609955|ENSG00000273275|700|	212	-	0	154	0.0	1.0	false
ENST00000419300.3|ENSG00000204054.15|OTTHUMG00000020783.66|OTTHUMT00000106519.3|LINC00963-202|LINC00963|9557|	2327	+	20	154	0.12987012987012986	8.427385528806416e-25	true
ENST00000566287.1|ENSG00000261641.2|OTTHUMG00000176553.1|OTTHUMT00000432521.1|ENST00000566287|ENSG00000261641|1124|	422	-	16	50	0.32	5.0310709342178084e-27	true
ENST00000754552.1|ENSG00000289576.3|-|-|ENST00000754552|ENSG00000289576|1378|	1236	+	0	64	0.0	1.0	false
ENST00000623557.1|ENSG00000280211.1|OTTHUMG00000176904.1|OTTHUMT00000434290.1|ENST00000623557|ENSG00000280211|2502|	998	-	0	85	0.0	1.0	false
ENST00000736451.1|ENSG00000296107.1|-|-|ENST00000736451|ENSG00000296107|798|	468	-	2	38	0.05263157894736842	0.008735764829253184	false
ENST00000601701.1|ENSG00000228748.3|OTTHUMG00000018545.2|OTTHUMT00000461758.1|ENST00000601701|ENSG00000228748|987|	226	-	1	177	0.005649717514124294	0.4796365241252981	false
ENST00000417970.2|ENSG00000232814.2|OTTHUMG00000149649.2|OTTHUMT00000312863.2|COL4A2-AS1-201|COL4A2-AS1|540|	27	-	2	91	0.02197802197802198	0.04478169525147878	false
ENST00000450578.1|ENSG00000293150.1|-|OTTHUMT00000332326.2|ENST00000450578|ENSG00000293150|752|	502	+	0	126	0.0	1.0	false
ENST00000540866.2|ENSG00000256028.2|OTTHUMG00000168770.1|OTTHUMT00000400991.1|ENST00000540866|ENSG00000256028|5618|	5420	+	9	357	0.025210084033613446	9.288001520100694e-6	true
ENST00000791655.1|ENSG00000303088.1|-|-|ENST00000791655|ENSG00000303088|853|	255	-	0	31	0.0	1.0	false
ENST00000619932.4|ENSG00000291005.2|-|OTTHUMT00000478301.1|NBPF25P-202|NBPF25P|3827|	2632	+	0	89	0.0	1.0	false
ENST00000660063.1|ENSG00000287086.1|OTTHUMG00000193580.1|OTTHUMT00000503631.1|ENST00000660063|ENSG00000287086|1173|	1146	-	0	88	0.0	1.0	false
ENST00000750477.1|ENSG00000297719.1|-|-|ENST00000750477|ENSG00000297719|925|	25	-	10	155	0.06451612903225806	4.644169219337085e-10	true
ENST00000688369.3|ENSG00000249572.4|OTTHUMG00000162003.1|-|TARS1-DT-202|TARS1-DT|1916|	183	-	0	195	0.0	1.0	false
ENST00000770236.1|ENSG00000300223.1|-|-|ENST00000770236|ENSG00000300223|424|	130	-	0	226	0.0	1.0	false
ENST00000765697.1|ENSG00000299695.1|-|-|ENST00000765697|ENSG00000299695|912|	406	-	0	163	0.0	1.0	false
ENST00000652221.2|ENSG00000293485.2|-|OTTHUMT00000499618.2|SERHL-205|SERHL|2459|	1109	-	0	72	0.0	1.0	false
ENST00000587312.1|ENSG00000267727.1|OTTHUMG00000180733.1|OTTHUMT00000450853.1|ENST00000587312|ENSG00000267727|482|	237	-	0	141	0.0	1.0	false
ENST00000772454.1|ENSG00000300507.1|-|-|ENST00000772454|ENSG00000300507|731|	267	-	0	143	0.0	1.0	false
ENST00000605085.1|ENSG00000271380.1|OTTHUMG00000185142.1|OTTHUMT00000469658.1|PYGO2-AS1-201|PYGO2-AS1|799|	652	-	0	220	0.0	1.0	false
ENST00000519902.2|ENSG00000293314.2|-|OTTHUMT00000376512.1|SDAD1P1-202|SDAD1P1|3209|	1938	+	0	163	0.0	1.0	false
ENST00000333487.2|ENSG00000184068.2|OTTHUMG00000151272.1|OTTHUMT00000322047.1|SREBF2-AS1-201|SREBF2-AS1|2989|	862	-	0	83	0.0	1.0	false
ENST00000633719.1|ENSG00000292982.2|-|OTTHUMT00000475086.2|WASH5P-209|WASH5P|4412|	2790	+	0	19	0.0	1.0	false
ENST00000531730.1|ENSG00000255050.1|OTTHUMG00000165158.1|OTTHUMT00000382260.1|ENST00000531730|ENSG00000255050|1173|	549	-	34	54	0.6296296296296297	5.367326443353468e-69	true
ENST00000799624.1|ENSG00000304086.1|-|-|ENST00000799624|ENSG00000304086|705|	45	+	3	43	0.06976744186046512	0.000552502465301776	true
ENST00000623181.1|ENSG00000279649.1|OTTHUMG00000177438.1|OTTHUMT00000436908.1|ENST00000623181|ENSG00000279649|2704|	1522	-	0	10	0.0	1.0	false
ENST00000555043.2|ENSG00000258377.2|OTTHUMG00000170874.1|OTTHUMT00000410795.1|ENST00000555043|ENSG00000258377|2535|	1242	-	1	153	0.006535947712418301	0.4314434334967786	false
ENST00000555562.1|ENSG00000258920.1|OTTHUMG00000170973.1|OTTHUMT00000411017.1|FOXN3-AS1-201|FOXN3-AS1|1077|	398	+	5	21	0.23809523809523808	1.3141480220227381e-8	true
ENST00000555043.2|ENSG00000258377.2|OTTHUMG00000170874.1|OTTHUMT00000410795.1|ENST00000555043|ENSG00000258377|2535|	1935	-	0	164	0.0	1.0	false
ENST00000719830.1|ENSG00000293906.1|-|-|ENST00000719830|ENSG00000293906|1384|	216	-	0	161	0.0	1.0	false
ENST00000752923.1|ENSG00000298098.1|-|-|ENST00000752923|ENSG00000298098|807|	225	-	3	72	0.041666666666666664	0.0024662142732966106	false
ENST00000603791.1|ENSG00000270504.2|OTTHUMG00000185108.1|OTTHUMT00000469606.1|ENST00000603791|ENSG00000270504|2761|	505	-	8	127	0.06299212598425197	3.079314360338486e-8	true
ENST00000687345.1|ENSG00000289613.1|-|-|ENST00000687345|ENSG00000289613|1194|	635	-	1	126	0.007936507936507936	0.3718709016683773	false
ENST00000585075.1|ENSG00000263843.1|OTTHUMG00000179606.1|OTTHUMT00000447278.1|MIF4GD-DT-202|MIF4GD-DT|2527|	1765	-	0	94	0.0	1.0	false
ENST00000728699.1|ENSG00000295227.1|-|-|ENST00000728699|ENSG00000295227|973|	804	-	0	114	0.0	1.0	false
ENST00000736664.1|ENSG00000296127.1|-|-|ENST00000736664|ENSG00000296127|696|	106	-	15	250	0.06	6.433137085037558e-14	true
ENST00000578315.1|ENSG00000293206.1|-|OTTHUMT00000443627.1|ENST00000578315|ENSG00000293206|730|	435	+	0	119	0.0	1.0	false
ENST00000764685.1|ENSG00000299571.1|-|-|ENST00000764685|ENSG00000299571|253|	55	-	95	1847	0.051434759068760154	1.7856729227997445e-73	true
ENST00000608318.3|ENSG00000290791.2|-|OTTHUMT00000498320.1|ENST00000608318|ENSG00000290791|4329|	106	-	1	175	0.005714285714285714	0.4757814572780149	false
ENST00000785006.1|ENSG00000302206.1|-|-|ENST00000785006|ENSG00000302206|996|	960	+	11	178	0.06179775280898876	1.0021167040598176e-10	true
ENST00000586923.1|ENSG00000276570.1|OTTHUMG00000180703.1|OTTHUMT00000452661.1|ENST00000586923|ENSG00000276570|3061|	439	+	1	146	0.00684931506849315	0.4165640516830038	false
ENST00000756840.1|ENSG00000271395.3|OTTHUMG00000184176.3|-|LINC02336-204|LINC02336|1470|	1042	-	0	87	0.0	1.0	false
ENST00000418300.1|ENSG00000242590.1|OTTHUMG00000040780.1|OTTHUMT00000097999.1|ENST00000418300|ENSG00000242590|402|	62	+	0	183	0.0	1.0	false
ENST00000480546.1|ENSG00000293162.1|-|OTTHUMT00000351483.1|ENST00000480546|ENSG00000293162|3350|	882	+	0	183	0.0	1.0	false
ENST00000580121.1|ENSG00000265784.1|OTTHUMG00000178867.1|OTTHUMT00000443695.1|ENST00000580121|ENSG00000265784|456|	69	-	0	169	0.0	1.0	false
ENST00000660385.1|ENSG00000288066.1|OTTHUMG00000195803.1|OTTHUMT00000528866.1|ENST00000660385|ENSG00000288066|1912|	256	-	12	32	0.375	1.3170810771344066e-21	true
ENST00000578070.5|ENSG00000290928.2|-|OTTHUMT00000444256.1|ENST00000578070|ENSG00000290928|929|	162	+	8	24	0.3333333333333333	2.3664843386047574e-14	true
ENST00000381796.1|ENSG00000205790.2|OTTHUMG00000182047.1|OTTHUMT00000458999.1|DPP9-AS1-201|DPP9-AS1|3071|	2824	-	0	143	0.0	1.0	false
ENST00000848405.1|ENSG00000310217.1|-|-|ENST00000848405|ENSG00000310217|916|	516	-	6	190	0.031578947368421054	0.00008456227328426702	true
ENST00000824425.1|ENSG00000307181.1|-|-|ENST00000824425|ENSG00000307181|1942|	1350	+	0	127	0.0	1.0	false
ENST00000624094.1|ENSG00000280143.1|OTTHUMG00000167068.1|OTTHUMT00000392880.1|ENST00000624094|ENSG00000280143|5326|	4026	-	3	42	0.07142857142857142	0.0005153692741938108	true
ENST00000623210.1|ENSG00000280138.1|OTTHUMG00000168768.1|OTTHUMT00000400950.1|ENST00000623210|ENSG00000280138|18662|	17762	+	0	76	0.0	1.0	false
ENST00000601684.1|ENSG00000269621.1|OTTHUMG00000183004.1|OTTHUMT00000464652.1|ENST00000601684|ENSG00000269621|629|	455	-	1	175	0.005714285714285714	0.4757814572780149	false
ENST00000710364.1|ENSG00000292256.1|-|-|ENST00000710364|ENSG00000292256|589|	130	+	1	24	0.041666666666666664	0.08476393285705956	false
ENST00000780342.1|ENSG00000280441.4|OTTHUMG00000189419.3|-|ENST00000780342|ENSG00000280441|975|	83	+	0	47	0.0	1.0	false
ENST00000829358.1|ENSG00000254777.6|OTTHUMG00000165334.2|-|ENST00000829358|ENSG00000254777|681|	319	-	1	84	0.011904761904761904	0.2665577197535542	false
ENST00000841327.1|ENSG00000232533.4|OTTHUMG00000152694.1|-|FAM131B-AS2-204|FAM131B-AS2|1203|	81	-	0	37	0.0	1.0	false
ENST00000579126.5|ENSG00000265257.5|OTTHUMG00000179147.1|OTTHUMT00000444985.1|ENST00000579126|ENSG00000265257|914|	432	+	1	197	0.005076142131979695	0.5166618473449558	false
ENST00000437417.5|ENSG00000293508.2|-|OTTHUMT00000076182.3|POLR1HASP-282|POLR1HASP|1497|	182	-	2	136	0.014705882352941176	0.0902239768030506	false
ENST00000746420.1|ENSG00000297241.1|-|-|ENST00000746420|ENSG00000297241|557|	373	-	1	162	0.006172839506172839	0.4500178403082259	false
ENST00000615078.3|ENSG00000277597.3|OTTHUMG00000186785.1|OTTHUMT00000473781.1|ENST00000615078|ENSG00000277597|739|	70	-	0	178	0.0	1.0	false
ENST00000623414.1|ENSG00000279569.1|OTTHUMG00000177024.1|OTTHUMT00000434930.1|ENST00000623414|ENSG00000279569|4170|	2297	-	6	74	0.08108108108108109	3.7352166172883566e-7	true
ENST00000620144.1|ENSG00000275665.2|OTTHUMG00000188499.1|OTTHUMT00000477443.1|ENST00000620144|ENSG00000275665|563|	453	-	1	62	0.016129032258064516	0.2045237041407616	false
ENST00000641877.1|ENSG00000263798.2|OTTHUMG00000178681.2|OTTHUMT00000493336.1|ENST00000641877|ENSG00000263798|2655|	1969	+	0	144	0.0	1.0	false
ENST00000527398.1|ENSG00000254641.1|OTTHUMG00000165504.1|OTTHUMT00000384526.1|ENST00000527398|ENSG00000254641|429|	105	-	0	115	0.0	1.0	false
ENST00000622994.1|ENSG00000279504.1|OTTHUMG00000181750.1|OTTHUMT00000457455.1|ENST00000622994|ENSG00000279504|785|	499	-	1	103	0.009708737864077669	0.316225343384193	false
ENST00000430356.3|ENSG00000237399.7|OTTHUMG00000017558.3|OTTHUMT00000046475.3|PITRM1-AS1-201|PITRM1-AS1|3998|	2988	-	0	78	0.0	1.0	false
ENST00000521666.1|ENSG00000251018.2|OTTHUMG00000163557.1|OTTHUMT00000374168.1|HMMR-AS1-202|HMMR-AS1|800|	749	-	1	134	0.007462686567164179	0.39014495411532235	false
ENST00000569087.2|ENSG00000260257.2|OTTHUMG00000177126.2|OTTHUMT00000435465.2|ENST00000569087|ENSG00000260257|2131|	496	+	1	171	0.005847953216374269	0.46798543223312794	false
ENST00000728038.1|ENSG00000295105.1|-|-|ENST00000728038|ENSG00000295105|93|	35	+	1	138	0.007246376811594203	0.3990816364911911	false
ENST00000550043.1|ENSG00000293235.1|-|OTTHUMT00000408770.1|ENST00000550043|ENSG00000293235|1585|	592	+	0	93	0.0	1.0	false
ENST00000447775.1|ENSG00000225578.1|OTTHUMG00000155523.1|OTTHUMT00000340490.1|NCBP2-AS1-201|NCBP2-AS1|562|	478	-	0	83	0.0	1.0	false
ENST00000569274.1|ENSG00000260465.1|OTTHUMG00000173475.1|OTTHUMT00000423238.1|ENST00000569274|ENSG00000260465|1790|	99	-	0	251	0.0	1.0	false
ENST00000687171.3|ENSG00000289447.3|-|-|ENST00000687171|ENSG00000289447|2040|	119	-	1	212	0.0047169811320754715	0.542691491521488	false
ENST00000823971.1|ENSG00000307119.1|-|-|ENST00000823971|ENSG00000307119|194|	4	-	7	240	0.029166666666666667	0.00003631387637068043	true
ENST00000566537.1|ENSG00000259952.1|OTTHUMG00000177140.1|OTTHUMT00000435555.1|ENST00000566537|ENSG00000259952|547|	332	-	18	603	0.029850746268656716	2.7278192980375278e-11	true
ENST00000745832.1|ENSG00000235837.2|OTTHUMG00000152479.1|-|ENST00000745832|ENSG00000235837|500|	254	-	4	409	0.009779951100244499	0.06613196948221671	false
ENST00000528650.1|ENSG00000254452.1|OTTHUMG00000166908.1|OTTHUMT00000391827.1|ENST00000528650|ENSG00000254452|480|	269	-	0	140	0.0	1.0	false
ENST00000745810.1|ENSG00000297142.1|-|-|ENST00000745810|ENSG00000297142|958|	518	-	20	197	0.10152284263959391	1.3354491339716356e-22	true
ENST00000726311.1|ENSG00000294850.1|-|-|ENST00000726311|ENSG00000294850|655|	198	+	22	1038	0.02119460500963391	1.3030697674395104e-10	true
ENST00000586923.1|ENSG00000276570.1|OTTHUMG00000180703.1|OTTHUMT00000452661.1|ENST00000586923|ENSG00000276570|3061|	280	+	0	122	0.0	1.0	false
ENST00000728699.1|ENSG00000295227.1|-|-|ENST00000728699|ENSG00000295227|973|	792	-	1	176	0.005681818181818182	0.4777125475288698	false
ENST00000548595.1|ENSG00000257553.1|OTTHUMG00000170262.1|OTTHUMT00000408229.1|ENST00000548595|ENSG00000257553|434|	100	-	1	150	0.006666666666666667	0.42511359438492435	false
ENST00000607421.3|ENSG00000272173.3|OTTHUMG00000185702.1|OTTHUMT00000471024.1|ENST00000607421|ENSG00000272173|1221|	196	-	10	517	0.019342359767891684	0.000029314110072307898	false
ENST00000688369.3|ENSG00000249572.4|OTTHUMG00000162003.1|-|TARS1-DT-202|TARS1-DT|1916|	232	-	0	179	0.0	1.0	false
ENST00000414640.1|ENSG00000224407.1|OTTHUMG00000037756.1|OTTHUMT00000092101.1|ENST00000414640|ENSG00000224407|1029|	471	-	1	162	0.006172839506172839	0.4500178403082259	false
ENST00000747309.1|ENSG00000287042.4|OTTHUMG00000194875.1|-|ENST00000747309|ENSG00000287042|2167|	451	+	0	101	0.0	1.0	false
ENST00000348993.10|ENSG00000291159.2|-|OTTHUMT00000308966.4|ENST00000348993|ENSG00000291159|8986|	7315	-	1	118	0.00847457627118644	0.3530492748509533	false
ENST00000619932.4|ENSG00000291005.2|-|OTTHUMT00000478301.1|NBPF25P-202|NBPF25P|3827|	1099	+	1	170	0.0058823529411764705	0.4660183772325406	false
ENST00000540502.2|ENSG00000290394.3|-|OTTHUMT00000398569.1|PKD1P6-NPIPP1-206|PKD1P6-NPIPP1|6144|	88	+	8	131	0.061068702290076333	3.9225484113676385e-8	true
ENST00000836966.1|ENSG00000308871.1|-|-|ENST00000836966|ENSG00000308871|383|	150	-	0	139	0.0	1.0	false
ENST00000449248.1|ENSG00000235027.1|OTTHUMG00000045360.2|OTTHUMT00000105341.2|PRADX-201|PRADX|2015|	956	-	4	283	0.014134275618374558	0.021465311507749527	false
ENST00000540502.2|ENSG00000290394.3|-|OTTHUMT00000398569.1|PKD1P6-NPIPP1-206|PKD1P6-NPIPP1|6144|	97	+	5	149	0.03355704697986577	0.0002498779856157317	true
ENST00000601192.1|ENSG00000269604.1|OTTHUMG00000182049.1|OTTHUMT00000459001.1|ENST00000601192|ENSG00000269604|3568|	946	-	1	63	0.015873015873015872	0.20745404024017464	false
ENST00000493504.1|ENSG00000267858.9|OTTHUMG00000183549.3|OTTHUMT00000350753.1|MZF1-AS1-204|MZF1-AS1|3282|	2398	+	8	44	0.18181818181818182	5.341013879707381e-12	true
ENST00000604546.2|ENSG00000270361.2|OTTHUMG00000185167.1|OTTHUMT00000469715.1|ENST00000604546|ENSG00000270361|1600|	79	-	0	174	0.0	1.0	false
ENST00000446022.1|ENSG00000224729.7|OTTHUMG00000156674.3|OTTHUMT00000345284.1|PCOLCE-AS1-202|PCOLCE-AS1|456|	95	-	0	160	0.0	1.0	false
ENST00000784178.1|ENSG00000293178.2|-|-|ENST00000784178|ENSG00000293178|2913|	1843	+	96	397	0.24181360201511334	8.495493298579178e-141	true
ENST00000580962.1|ENSG00000263986.1|OTTHUMG00000178940.1|OTTHUMT00000444063.1|ENST00000580962|ENSG00000263986|504|	214	-	1	220	0.004545454545454545	0.5559958897583588	false
ENST00000441212.1|ENSG00000226963.1|OTTHUMG00000154231.1|OTTHUMT00000334501.1|ENST00000441212|ENSG00000226963|558|	424	-	3	33	0.09090909090909091	0.0002510707472853699	true
ENST00000577746.1|ENSG00000266872.1|OTTHUMG00000179258.1|OTTHUMT00000445491.1|ENST00000577746|ENSG00000266872|656|	489	-	0	49	0.0	1.0	false
ENST00000630155.1|ENSG00000280594.4|OTTHUMG00000190270.1|OTTHUMT00000484437.1|BTG3-AS1-202|BTG3-AS1|2341|	1089	-	0	138	0.0	1.0	false
ENST00000453348.2|ENSG00000236081.2|OTTHUMG00000151496.1|OTTHUMT00000322894.1|ELFN1-AS1-202|ELFN1-AS1|688|	574	+	0	53	0.0	1.0	false
ENST00000821788.1|ENSG00000306884.1|-|-|ENST00000821788|ENSG00000306884|632|	354	-	2	78	0.02564102564102564	0.03387869670854373	false
ENST00000608809.1|ENSG00000273254.1|OTTHUMG00000186465.1|OTTHUMT00000473198.1|ENST00000608809|ENSG00000273254|636|	164	-	0	102	0.0	1.0	false
ENST00000810787.1|ENSG00000305402.1|-|-|ENST00000810787|ENSG00000305402|497|	283	+	1	151	0.006622516556291391	0.42723133239447253	false
ENST00000763761.1|ENSG00000299474.1|-|-|ENST00000763761|ENSG00000299474|588|	372	-	0	201	0.0	1.0	false
